,annee,G(i),WS10m,latitude,longitude
44,2013,117.61939840182649,5.165343607305936,50.5,-5
45,2014,127.59982534246575,4.925797945205479,50.5,-5
46,2015,124.00687557077626,5.383013698630137,50.5,-5
47,2016,125.63427026411657,7.767561475409836,50.5,-5
48,2013,116.34672374429225,4.819843607305936,52.0,-5
49,2014,122.20427397260273,4.620673515981735,52.0,-5
50,2015,121.81392465753424,5.066763698630137,52.0,-5
51,2016,120.705183287796,7.952127732240438,52.0,-5
52,2013,168.31195662100455,2.278648401826484,41.0,-4
53,2014,175.1350707762557,1.939082191780822,41.0,-4
54,2015,180.8715707762557,1.8327340182648402,41.0,-4
55,2016,191.88008765938068,3.4123827413479053,41.0,-4
56,2013,180.42101940639267,3.1191061643835614,41.5,-4
57,2014,189.6965936073059,2.9545114155251144,41.5,-4
58,2015,192.93353538812786,2.7342522831050227,41.5,-4
59,2016,190.60653346994536,3.4123827413479053,41.5,-4
60,2013,179.04940296803653,3.4309965753424656,42.0,-4
61,2014,189.09867922374428,3.2019691780821917,42.0,-4
62,2015,193.0807591324201,3.1063858447488584,42.0,-4
63,2016,190.3928916211293,3.6364264571949,42.0,-4
