,annee,Energie_recue,Energie_fournie,latitude,longitude,rendement_annuel,retour_énergétique
653,2014,1434324.04,198117.81366666176,44.5,5,0.1381262588798705,11.792727003967963
654,2015,1510054.6199999999,207401.12186050476,44.5,5,0.13734676819869257,12.345304872649093
655,2016,1355612.05,188530.11251539917,44.5,5,0.13907379512848028,11.222030506868999
656,2013,1352465.19,188083.28160651427,45.0,5,0.13906700371823563,11.195433428959182
657,2014,1434092.64,198089.44787947176,45.0,5,0.13812876682741485,11.791038564254272
658,2015,1485264.23,204362.23280649827,45.0,5,0.13759318286854472,12.164418619434421
659,2016,1395929.71,193472.38634236017,45.0,5,0.13859751315297972,11.516213472759533
660,2013,1265889.2,177470.50672274778,45.5,5,0.1401943445940986,10.563720638258797
661,2014,1364741.6,189588.16507028777,45.5,5,0.1389187264975932,11.285009825612367
662,2015,1439602.94,198764.91891297678,45.5,5,0.138069264371589,11.831245173391475
663,2016,1252040.9,175834.01398504668,45.5,5,0.14043791539481393,10.466310356252778
664,2013,1232116.72,173330.56298653976,46.0,5,0.1406770642529222,10.317295415865463
665,2014,1382417.98,191754.99494656076,46.0,5,0.1387098531129932,11.41398779443814
666,2015,1430355.38,197631.32202885076,46.0,5,0.1381693841909769,11.763769168383973
667,2016,1239139.52,174252.51960502367,46.0,5,0.14062380933909982,10.372173786013313
668,2013,1156471.5,164057.71850745278,46.5,5,0.1418605806606153,9.76534038734838
669,2014,1334786.71,185916.19430520627,46.5,5,0.1392853202031104,11.06644013721466
670,2015,1382003.54,191704.19150298677,46.5,5,0.13871468918450583,11.410963779939689
671,2016,1234795.74,173720.04450096068,46.5,5,0.14068727229408864,10.340478839342897
672,2013,1152670.53,163591.78287160327,47.0,5,0.1419241479797382,9.737606123309718
673,2014,1314455.7,183423.95099052278,47.0,5,0.1395436536891451,10.918092320864451
674,2015,1364023.78,189500.17228999076,47.0,5,0.1389273230192444,11.279772160118497
675,2016,1227864.82,172870.42910877868,47.0,5,0.14078946337820694,10.28990649457016
676,2013,1107873.69,158100.43615498926,47.5,5,0.1427061925759689,9.41074024732079
677,2014,1251102.92,175657.95498630978,47.5,5,0.14040248182484444,10.455830653947011
678,2015,1306436.94,182440.98452687677,47.5,5,0.1396477540866816,10.859582412314094
679,2016,1207369.33,170358.0232846872,47.5,5,0.1410985181184677,10.140358528850427
680,2013,1054825.78,151597.64563669078,48.0,5,0.14371818409357684,9.023669383136356
681,2014,1205758.4,170099.47182056776,48.0,5,0.14107259946981732,10.124968560748082
682,2015,1236328.31,173846.83379756627,48.0,5,0.14061542746486672,10.348025821283708
683,2016,1110007.3699999999,158423.0680653212,48.0,5,0.1427225371173177,9.429944527697689
684,2013,1060193.74,152255.66815615678,48.5,5,0.14361117445963864,9.062837390247427
685,2014,1190730.43,168257.29291426827,48.5,5,0.14130594858003948,10.01531505442073
686,2015,1221263.03,172000.08130647827,48.5,5,0.14083786791325228,10.238100077766564
687,2016,1094543.7,156527.4795934267,48.5,5,0.14300706275448544,9.317111880561113
688,2013,1052370.32,151296.64712409978,49.0,5,0.14376749728565108,9.005752805005939
689,2014,1167886.85,165457.05035187528,49.0,5,0.14167215801074845,9.848633949516385
690,2015,1195376.79,168826.85928837428,49.0,5,0.14123317492919893,10.049217814784184
691,2016,1104271.54,157719.9508088907,49.0,5,0.1428271444982551,9.388092310053016
692,2013,1033143.16,148939.71744031378,49.5,5,0.14416174176704977,8.86545937144725
693,2014,1152637.9,163587.78297689278,49.5,5,0.14192469549794676,9.737368034338855
694,2015,1179517.21,166882.73884238128,49.5,5,0.14148393718001054,9.933496359665552
695,2016,1068111.8699999999,153287.3773253962,49.5,5,0.14351247433042405,9.124248650321203
696,2013,982384.01,142717.49079016128,50.0,5,0.1452766833920284,8.4950887375096
697,2014,1072099.02,153715.05726124477,50.0,5,0.14337766791470882,9.149705789359809
698,2015,1114442.06,158905.60895362878,50.0,5,0.14258759127740456,9.458667199620761
699,2016,1017235.79,147050.81700412818,50.0,5,0.14455922456692974,8.753024821674297
700,2013,997179.28,144531.14455091578,50.5,5,0.14493997965031502,8.60304431850689
701,2014,1100777.15,157230.51850838028,50.5,5,0.14283592142912876,9.358959435022635
702,2015,1138180.68,161815.56851760577,50.5,5,0.1421703701011739,9.631879078428915
703,2016,1063353.47,152704.07671275618,50.5,5,0.14360613006017292,9.089528375759297
704,2013,1034415.78,149095.71946319076,51.0,5,0.14413519432504285,8.874745206142308
705,2014,1121272.92,159742.95865580978,51.0,5,0.14246572427327486,9.508509443798202
706,2015,1152645.6,163588.72686868778,51.0,5,0.1419245662922652,9.737424218374272
707,2016,1071308.51,153679.2321653402,51.0,5,0.14345002464821285,9.147573343175011
708,2013,988648.55,143485.41908957026,51.5,5,0.14513288780888847,8.540798755331563
709,2014,1069049.71,153341.26262625627,51.5,5,0.14343698070528102,9.127456108705731
710,2015,1109291.56,158274.24340945377,51.5,5,0.14268047203879725,9.42108591722939
711,2016,1076773.48,154349.1464955897,51.5,5,0.1433441195966209,9.187449196166053
712,2013,992084.5599999999,143906.65411724348,52.0,5,0.14505482689625115,8.56587226888354
713,2014,1080619.51,154759.56488032598,52.0,5,0.14321374308735735,9.211878861924166
714,2015,1107587.39,158065.37795312397,52.0,5,0.1427114279019771,9.408653449590712
715,2016,1052689.18,151396.84983292094,52.0,5,0.14381913741425645,9.01171725195958
716,2013,987295.47,143319.59142159196,52.5,5,0.1451638296502991,8.530928060809046
717,2014,1054635.57,151574.36646892698,52.5,5,0.14372203136380748,9.022283718388511
718,2015,1071479.79,153639.18738466396,52.5,5,0.14338972029016428,9.145189725277618
719,2016,1058593.88,152120.66773966592,52.5,5,0.14370068693356317,9.05480165117059
720,2013,1562542.74,213835.29144530676,43.5,6,0.13685084316177282,12.728291157458736
721,2014,1575616.94,215437.97067987677,43.5,6,0.13673245394269293,12.823688730945046
722,2015,1643867.11,223804.30515654627,43.5,6,0.13614501062470083,13.321684830746802
723,2016,1532787.92,210248.92419916368,43.5,6,0.13716765473932213,12.514816916616885
724,2013,1571585.66,214943.80287268877,44.0,6,0.13676874785984544,12.794273980517188
725,2014,1585968.45,216706.89345323527,44.0,6,0.136640103687583,12.899219848406862
726,2015,1652645.41,224880.37857785125,44.0,6,0.1360729756166214,13.385736820110195
727,2016,1496294.04,205775.38213426567,44.0,6,0.1375233588006978,12.248534650849146
728,2013,1507154.03,207045.55782132826,44.5,6,0.13737518110297475,12.324140346507635
729,2014,1517182.78,208274.91559264075,44.5,6,0.13727740542417755,12.397316404323854
730,2015,1609187.99,219553.22245189428,44.5,6,0.13643727384013987,13.068644193565136
731,2016,1401128.45,194109.6653073392,44.5,6,0.13853809428203331,11.554146744484475
732,2013,1092219.3,156181.46858658278,45.0,6,0.1429946061075672,9.296515987296594
733,2014,1195846.91,168884.48817287627,45.0,6,0.141225843174923,10.05264810552835
734,2015,1291884.3699999999,180657.08174516726,45.0,6,0.13983997789613886,10.753397722926623
735,2016,1273499.46,178464.4761560227,45.0,6,0.14013706464863573,10.622885485477541
736,2013,1264605.83,177313.18692885828,45.5,6,0.14021221689991598,10.554356364812993
737,2014,1350656.39,187861.55284303427,45.5,6,0.13908907863904177,11.18223528827585
738,2015,1417748.18,196085.88921873076,45.5,6,0.1383079816182383,11.671779120162546
739,2016,1230402.16,173181.46474606768,45.5,6,0.14075191866216138,10.308420520599267
740,2013,1243637.6199999999,174742.83350355478,46.0,6,0.14050944639609309,10.401359137116357
741,2014,1338866.17,186416.26817819726,46.0,6,0.13923443011350214,11.096206439178408
742,2015,1392828.09,193031.10110422928,46.0,6,0.13858932232206006,11.489946494299362
743,2016,1212111.34,170939.31475622067,46.0,6,0.14102608326081717,10.174959211679802
744,2013,1085680.16,155379.87889926377,46.5,6,0.1431175447649921,9.248802315432368
745,2014,1147791.53,162993.69870695326,46.5,6,0.14200636130060418,9.702005875413885
746,2015,1286495.3699999999,179996.48007201726,46.5,6,0.1399122641786245,10.714076194762933
747,2016,1211044.94,170808.5918717807,46.5,6,0.14104232322855062,10.167178087605993
748,2013,1017568.12,147030.47686072977,47.0,6,0.14449202365020022,8.751814098852963
749,2014,1140465.91,162095.69966652629,47.0,6,0.14213112224154625,9.648553551578946
750,2015,1235386.08,173731.33208769577,47.0,6,0.1406291805454824,10.3411507195057
751,2016,1151878.6199999999,163555.78615900868,47.0,6,0.1419904695852491,9.735463461845756
752,2013,1126764.95,160416.19009151027,47.5,6,0.14236881444662464,9.548582743542278
753,2014,1258247.5,176533.76153705278,47.5,6,0.1403013012440341,10.507961996253142
754,2015,1315094.33,183502.23639533328,47.5,6,0.13953541750524714,10.922752166388886
755,2016,1210005.29,170681.1480919532,47.5,6,0.14105818338360585,10.159592148330548
756,2013,1105577.59,157818.97252505427,48.0,6,0.14274798435906633,9.393986459824658
757,2014,1244574.3,174857.65487583278,48.0,6,0.14049595502320172,10.408193742609095
758,2015,1277719.21,178920.66897908127,48.0,6,0.14003128980042592,10.650039820183409
759,2016,1101033.35,157323.00263075417,48.0,6,0.1428866824340554,9.364464442306796
760,2013,1069719.35,153423.34934075028,48.5,6,0.1434239264165412,9.132342222663707
761,2014,1204246.4,169914.12579536779,48.5,6,0.14109581377645622,10.113936059248083
762,2015,1237255.93,173960.54456469326,48.5,6,0.1406019080989115,10.35479431932698
763,2016,1101463.86,157375.77598876267,48.5,6,0.14287874682403348,9.367605713616825
764,2013,1083441.52,155105.45890861977,49.0,6,0.14315997314614615,9.232467792179747
765,2014,1175430.13,166381.73088426326,49.0,6,0.14154965628136765,9.903674457396622
766,2015,1203923.64,169874.56079332178,49.0,6,0.14110077678458227,10.111580999602488
767,2016,1078883.96,154607.85620409768,49.0,6,0.14330350801034958,9.202848583577243
768,2013,1046047.71,150521.60040955627,49.5,6,0.14389554029954932,8.959619071997396
769,2014,1146856.51,162879.08082303626,49.5,6,0.14202219667658011,9.695183382323586
770,2015,1180188.06,166964.97388272878,49.5,6,0.14147319358808694,9.93839130254338
771,2016,1061582.91,152487.0355365802,49.5,6,0.1436411928829753,9.076609258129773
772,2013,1005608.69,145564.44986723928,50.0,6,0.14475257753315485,8.664550587335672
773,2014,1094152.15,156418.40381463026,50.0,6,0.14295854905977223,9.310619274680374
774,2015,1117974.13,159338.58192666326,50.0,6,0.1425243909057746,9.484439400396623
775,2016,1040578.82,149912.28382067868,50.0,6,0.14406624557347678,8.92335022742135
776,2013,947229.59,138408.1442192543,50.5,6,0.1461188983963796,8.23858001305085
777,2014,1040193.24,149803.93986448177,50.5,6,0.1440154906837135,8.91690118240963
778,2015,1066829.41,153069.09081425128,50.5,6,0.1434803815675191,9.111255405610196
779,2016,1075598.4,154205.10125267168,50.5,6,0.14336680052022363,9.178875074563791
780,2013,1013709.68,146557.49635975578,51.0,6,0.14457541370203328,8.723660497604511
781,2014,1101244.52,157287.81028866977,51.0,6,0.14282732620423824,9.362369660039867
782,2015,1138397.72,161842.1740078898,51.0,6,0.14216663575880123,9.633462738564868
783,2016,1070044.67,153524.30642427618,51.0,6,0.14347467047733267,9.138351572873582
784,2013,1007569.52,145804.81497741977,51.5,6,0.14470943402239853,8.678858034370224
785,2014,1073076.96,153834.93642254377,51.5,6,0.14335871718142543,9.156841453722844
786,2015,1117085.72,159229.67765268977,51.5,6,0.142540249867924,9.477957003136297
787,2016,1072255.02,153795.2585319487,51.5,6,0.1434316050410738,9.154479674520756
788,2013,988337.95,143447.38211229997,52.0,6,0.1451400121914776,8.538534649541665
789,2014,1064557.8,152790.66666179747,52.0,6,0.14352500790637904,9.094682539392707
790,2015,1097235.85,156796.45150226497,52.0,6,0.14290132016946488,9.333122113230058
791,2016,1051138.05,151206.70712123543,52.0,6,0.14385047437036022,9.00039923340687
792,2013,956471.54,139541.09082202648,52.5,6,0.14589152419739168,8.30601731083491
793,2014,1031985.82,148797.8842372645,52.5,6,0.14418597751397833,8.85701691888479
794,2015,1049185.56,150906.28598559348,52.5,6,0.14383183655862883,8.982517022951994
795,2016,1083573.63,155182.76917682844,52.5,6,0.14321386648808393,9.237069593858836
796,2013,1405397.99,194571.96155539426,44.0,7,0.1384461646735344,11.581664378297278
797,2014,1430673.36,197670.30108248375,44.0,7,0.13816592005493394,11.766089350147842
798,2015,1514226.94,207912.57882337677,44.0,7,0.13730608889006873,12.375748739486712
799,2016,1488589.9,204830.98284419667,44.0,7,0.13760068024389838,12.192320407392659
800,2013,1173031.56,166087.70613845377,44.5,7,0.14158843785793263,9.886172984431772
801,2014,1204458.42,169940.11591723477,44.5,7,0.14109255503999446,10.115483090311594
802,2015,1301976.21,181894.17330003128,44.5,7,0.1397062188256353,10.827034125001862
803,2016,1485558.89,204459.4314845132,44.5,7,0.1376313203473968,12.170204255030546
804,2013,1066681.87,153051.00486679227,45.0,7,0.14348327197760682,9.110178861118587
805,2014,1110360.22,158405.24333226477,45.0,7,0.14266112967579545,9.428883531682427
806,2015,1173684.32,166167.72364599977,45.0,7,0.14157786792789373,9.89093593130951
807,2016,1173062.76,166152.60900707767,45.0,7,0.1416399997277875,9.89003625042129
808,2013,958666.13,139810.07360486328,45.5,7,0.1458381278212711,8.322028190765671
809,2014,1083247.77,155081.70838455728,45.5,7,0.14316365348673396,9.231054070509362
810,2015,1162622.25,164811.69804746527,45.5,7,0.14175859617985573,9.810220121872932
811,2016,1118661.63,159483.93624789218,45.5,7,0.14256673507957202,9.493091443326916
812,2013,976639.53,142013.3131877533,46.0,7,0.14541016293673192,8.453173404032933
813,2014,1098961.86,157007.99417895876,46.0,7,0.1428693750836437,9.345713939223735
814,2015,1167847.24,165452.19482538177,46.0,7,0.14167280544789554,9.848344930082249
815,2016,1120034.4,159652.2149932717,46.0,7,0.142542242446546,9.50310803531379
816,2013,1141673.79,162243.76564332427,46.5,7,0.14211044088462804,9.657367002578825
817,2014,1192857.63,168518.05221638829,46.5,7,0.1412725609311719,10.030836441451683
818,2015,1288664.38,180262.36458400078,46.5,7,0.13988309709002805,10.729902653809571
819,2016,1167362.35,165453.83365290417,46.5,7,0.1417330562810289,9.848442479339534
820,2013,1199601.82,169344.77761962477,47.0,7,0.14116748974224194,10.080046286882427
821,2014,1300128.82,181667.71404507477,47.0,7,0.13973054919671327,10.813554407444927
822,2015,1344386.72,187092.99569103977,47.0,7,0.1391660546089296,11.136487838752368
823,2016,1198746.05,169300.95273429918,47.0,7,0.14123170852934128,10.077437662755903
824,2013,1107009.81,157994.53885059129,47.5,7,0.14272189588870154,9.40443683634472
825,2014,1212344.02,170906.75918199477,47.5,7,0.1409721633154876,10.173021379880641
826,2015,1295076.17,181048.34328169728,47.5,7,0.13979744780702535,10.776687100101029
827,2016,1184915.8699999999,167605.6029387962,47.5,7,0.14144936968292626,9.976523984452154
828,2013,972182.09,141466.90526012928,48.0,7,0.14551482352460257,8.420649122626743
829,2014,1056401.36,151790.7855112838,48.0,7,0.14368666234136973,9.035165804243082
830,2015,1137140.84,161688.1014469418,48.0,7,0.14218828113406057,9.624291752794154
831,2016,1057683.61,152009.04627992518,48.0,7,0.14371882559466453,9.048157516662213
832,2013,1005192.0599999999,145513.37796612878,48.5,7,0.14476176619036246,8.661510593221951
833,2014,1122175.52,159853.6023875198,48.5,7,0.1424497322731829,9.51509538020951
834,2015,1169664.77,165674.99374150726,48.5,7,0.1416431425403257,9.861606770327814
835,2016,1089627.32,155924.8132631537,48.5,7,0.1430992142002769,9.281238884711529
836,2013,1062857.88,152582.24736222578,49.0,7,0.1435584665018674,9.082276628703916
837,2014,1208696.97,170459.69157537728,49.0,7,0.14102764862178588,10.146410212820076
838,2015,1209549.5,170564.19755875278,49.0,7,0.14101464847759665,10.152630807068618
839,2016,1085821.0,155458.22180638168,49.0,7,0.14317113208013263,9.253465583713195
840,2013,1042388.65,150073.06057690526,49.5,7,0.14397035172716555,8.932920272434837
841,2014,1148688.24,163103.62042273176,49.5,7,0.14199119895467177,9.708548834686415
842,2015,1150911.39,163376.14159728427,49.5,7,0.14195370991791495,9.724770333171682
843,2016,1046595.46,150649.82370762268,49.5,7,0.1439427452777434,8.967251411168016
844,2013,1006617.85,145688.15608072528,50.0,7,0.1447303523186334,8.671914052424125
845,2014,1114045.99,158857.05736619426,50.0,7,0.14259470326372636,9.45577722417823
846,2015,1128937.9,160682.55758189276,50.0,7,0.14233073190464487,9.564437951303141
847,2016,1037869.95,149580.22146136418,50.0,7,0.1441223165401062,8.903584610795487
848,2013,969411.45,141127.27092728528,50.5,7,0.14558036314434422,8.40043279329079
849,2014,1057060.68,151871.60716560576,50.5,7,0.14367349958150535,9.039976617000343
850,2015,1090243.67,155939.28924282227,50.5,7,0.14303159333438026,9.282100550167993
851,2016,1089740.01,155938.62718086518,50.5,7,0.1430970926550317,9.282061141718165
852,2013,985022.99,143040.98579914428,51.0,7,0.1452158855694772,8.514344392806207
853,2014,1080578.07,154754.44761506226,51.0,7,0.14321449963820038,9.211574262801324
854,2015,1099365.46,157057.46881901877,51.0,7,0.14286192766054226,9.348658858274927
855,2016,1072192.92,153787.64610591368,51.0,7,0.14343281254451268,9.154026553923433
856,2013,964857.23,140568.99938304827,51.5,7,0.14568891128384692,8.367202344229064
857,2014,1044383.09,150317.54571347928,51.5,7,0.14392950934649784,8.947472959135672
858,2015,1084540.65,155240.19394610528,51.5,7,0.1431391197241941,9.24048773488722
859,2016,1075359.26,154175.78667035268,51.5,7,0.14337142237502348,9.177130158949565
860,2013,981457.62,142603.96821179448,52.0,7,0.14529814156600515,8.488331441178243
861,2014,1043113.98,150162.01136940048,52.0,7,0.14395551612624394,8.938214962464315
862,2015,1077694.01,154400.94728990097,52.0,7,0.14326974619623337,9.19053257677982
863,2016,1057967.5,152043.88398089295,52.0,7,0.1437131896593165,9.050231189338866
864,2013,968537.75,141020.20726563,52.5,7,0.14560114695129847,8.3940599562875
865,2014,1035407.37,149217.30929845697,52.5,7,0.14411459066440388,8.881982696336724
866,2015,1056292.58,151777.4883057105,52.5,7,0.14368887103771047,9.034374303911338
867,2016,1059143.0,152187.98070881792,52.5,7,0.14368973850444927,9.058808375524876
868,2013,1482957.52,204079.46856721977,44.0,8,0.13761653035565022,12.147587414715462
869,2014,1497298.05,205837.37877539528,44.0,8,0.1374725484851832,12.252224927106862
870,2015,1587323.58,216873.00982832076,44.0,8,0.13662810315482163,12.909107727876236
871,2016,1452156.74,200364.8840403107,44.0,8,0.13797745003773537,11.926481192875636
872,2013,1363684.28,189458.55524266578,44.5,8,0.13893139198074922,11.277294954920583
873,2014,1382328.41,191744.01515590126,44.5,8,0.13871089805345263,11.413334235470312
874,2015,1471531.88,202678.87534012576,44.5,8,0.1377332547767336,12.064218770245581
875,2016,1441973.51,199116.58959309018,44.5,8,0.13808616331175888,11.852177951969653
876,2013,1396330.1,193460.38922176277,45.0,8,0.13854917918174417,11.51549935843826
877,2014,1412691.14,195465.98031444676,45.0,8,0.13836427141069688,11.63487978062183
878,2015,1508266.47,207181.92444320227,45.0,8,0.13736427121077768,12.332257407333469
879,2016,1480559.94,203846.64344703068,45.0,8,0.13768212818660397,12.133728776608969
880,2013,1386052.52,192200.52903546978,45.5,8,0.1386675658116258,11.440507680682725
881,2014,1396784.17,193516.05064349726,45.5,8,0.1385439889711073,11.518812538303408
882,2015,1488403.18,204747.01581298077,45.5,8,0.137561528061893,12.187322369820285
883,2016,1174925.91,166381.00017563018,45.5,8,0.14160978046320402,9.90363096283513
884,2013,943586.14,137961.51791269679,46.0,8,0.14620977573144173,8.211995113851
885,2014,979793.0599999999,142399.88345947876,46.0,8,0.14533669330080656,8.476183539254688
886,2015,1076463.06,154250.01590397878,46.0,8,0.14329336661490155,9.181548565713022
887,2016,1115137.02,159051.87774664868,46.0,8,0.14262989650065486,9.467373675395756
888,2013,1043696.77,150233.4143087073,46.5,8,0.14394354627418007,8.942465137423053
889,2014,1101488.5,157317.71817440278,46.5,8,0.14282284215804594,9.364149891333499
890,2015,1188554.29,167990.53438299926,46.5,8,0.14134022803703755,9.999436570416623
891,2016,1132399.39,161167.9568901882,46.5,8,0.14232430564112913,9.593330767273107
892,2013,979945.2,142418.53329034778,47.0,8,0.14533316076281386,8.477293648234987
893,2014,1021560.73,147519.90436977328,47.0,8,0.14440639703307045,8.78094668867698
894,2015,1090045.16,155914.95522201378,47.0,8,0.1430353171991643,9.28065209654844
895,2016,1114068.1199999999,158920.8484038337,47.0,8,0.1426491302918117,9.459574309752005
896,2013,1108852.14,158220.37783379678,47.5,8,0.1426884362001563,9.417879632964095
897,2014,1199433.2,169324.10761514778,47.5,8,0.14117010235763675,10.078815929473082
898,2015,1275721.28,178675.75602661577,47.5,8,0.14005861533219527,10.635461668250938
899,2016,1165209.09,165189.8798286832,47.5,8,0.14176844417569998,9.832730942183524
900,2013,981162.77,142567.78709980726,48.0,8,0.14530492947648968,8.486177803559956
901,2014,1076726.5,154282.3092617028,48.0,8,0.14328829954654482,9.183470789387071
902,2015,1148296.53,163055.60329870327,48.0,8,0.1419978194122935,9.705690672541861
903,2016,1130585.82,160945.64340412867,48.0,8,0.1423559720606868,9.580097821674325
904,2013,1055934.36,151733.53908683377,48.5,8,0.14369599554164877,9.0317582789782
905,2014,1186193.9,167701.18986949278,48.5,8,0.1413775520760078,9.982213682707904
906,2015,1226819.28,172681.18504491576,48.5,8,0.14075519341766113,10.278641966959272
907,2016,1077572.03,154447.03542973218,48.5,8,0.14332873453455558,9.19327591843644
908,2013,1092692.42,156239.46522113477,49.0,8,0.1429857683291468,9.299968167924689
909,2014,1229994.04,173070.35776116178,49.0,8,0.14070828974192573,10.301807009592963
910,2015,1237005.29,173929.82027384927,49.0,8,0.1406055589898482,10.352965492491029
911,2016,1083109.92,155125.88853786368,49.0,8,0.1432226643606622,9.233683841539504
912,2013,1027960.38,148304.39490560078,49.5,8,0.14427053589905944,8.82764255390481
913,2014,1133766.26,161274.43412569878,49.5,8,0.14224663390997258,9.599668697958261
914,2015,1152013.63,163511.25786898826,49.5,8,0.14193517646921266,9.732812968392158
915,2016,1091920.07,156205.86623886618,49.5,8,0.14305613618665894,9.297968228503938
916,2013,1078864.47,154544.38878650227,50.0,8,0.14324726884972147,9.199070761101325
917,2014,1171530.05,165903.64601259527,50.0,8,0.1416127960290863,9.875217024559243
918,2015,1182369.7,167232.40662242277,50.0,8,0.14143833914419726,9.954309918001355
919,2016,1085969.48,155476.4229821897,50.0,8,0.1431683172000282,9.2545489870351
920,2013,1045219.87,150420.12100909228,50.5,8,0.1439124200816162,8.953578631493588
921,2014,1130329.07,160853.09186091227,50.5,8,0.14230642750868316,9.574588801244778
922,2015,1159174.73,164389.08949667326,50.5,8,0.1418156255844822,9.785064850992455
923,2016,1030560.04,148684.1482053657,50.5,8,0.1442750955154109,8.850246916986054
924,2013,936911.62,137143.33289145477,51.0,8,0.14637808942048855,8.163293624491356
925,2014,1024781.11,147914.66933844629,51.0,8,0.14433781799358722,8.804444603478945
926,2015,1062487.51,152536.84616688627,51.0,8,0.1435657781679582,9.079574176600373
927,2016,1061048.97,152421.5833826812,51.0,8,0.14365178958958058,9.072713296588166
928,2013,929934.2,136288.01737349777,51.5,8,0.14655662451547408,8.112381986517725
929,2014,1012209.7,146373.62378642277,51.5,8,0.14460800344673913,8.712715701572785
930,2015,1068326.3699999999,153252.59318586727,51.5,8,0.14345110023434812,9.122178165825433
931,2016,1068193.61,153297.39728842519,51.5,8,0.14351087279807373,9.124845076691976
932,2013,973052.41,141573.62941254096,52.0,8,0.14549435154529955,8.427001750746486
933,2014,1066965.11,153085.76278608598,52.0,8,0.14347775888012493,9.11224778488607
934,2015,1086658.03,155499.78689096798,52.0,8,0.14309910072717907,9.255939695890952
935,2016,1036200.8,149375.64897644793,52.0,8,0.14415704849528,8.89140767716952
936,2013,955025.77,139363.86349209698,52.5,8,0.14592680938033428,8.295468065005773
937,2014,1048565.15,150830.23404942,52.5,8,0.1438444087612677,8.977990121989285
938,2015,1053442.88,151428.16253321548,52.5,8,0.14374596421707792,9.013581103167589
939,2016,1031522.67,148802.18812931245,52.5,8,0.14425488887152857,8.857273102935265
940,2013,1488638.26,204775.83270689877,41.0,9,0.13755916276590846,12.189037661124926
941,2014,1583837.42,216445.66465688476,41.0,9,0.13665901684333534,12.88367051529076
942,2015,1612429.74,219950.60702675677,41.0,9,0.13640942086987107,13.09229803730695
943,2016,1667142.9,226718.6077367467,41.0,9,0.1359923062004743,13.495155222425398
944,2013,1632999.11,222472.06930874626,41.5,9,0.13623526672267827,13.242385077901563
945,2014,1666126.89,226532.98355920927,41.5,9,0.13596382419541245,13.484106164238646
946,2015,1713028.29,232282.31429089926,41.5,9,0.1355974770801358,13.826328231601146
947,2016,1673200.4,227461.15637937168,41.5,9,0.13594376165543093,13.539354546391172
948,2013,1397549.59,193609.87839125426,42.0,9,0.13853524753368804,11.524397523288943
949,2014,1472018.48,202738.52439823578,42.0,9,0.137728246725704,12.067769309418797
950,2015,1571959.78,214989.66375559077,42.0,9,0.13676537179315795,12.797003794975641
951,2016,1663877.57,226318.33264649118,42.0,9,0.13601862103741874,13.471329324195903
952,2013,1311952.6199999999,183117.11505880477,42.5,9,0.13957601232489997,10.899828277309808
953,2014,1377433.73,191144.00888432327,42.5,9,0.13876820693531533,11.377619576447813
954,2015,1408205.58,194916.12534302077,42.5,9,0.13841453841066356,11.602150318036951
955,2016,1548253.72,212144.77377359368,42.5,9,0.1370219693537011,12.627665105571053
956,2013,1281877.6,179430.41835588778,44.5,9,0.13997468896865642,10.680382044993321
957,2014,1282125.17,179460.76631584726,44.5,9,0.13997133081464055,10.682188471181384
958,2015,1410582.83,195207.53661180826,44.5,9,0.13838785816768254,11.619496226893348
959,2016,1462585.24,201643.24450578567,44.5,9,0.13786768729170662,12.002574077725336
960,2013,1352387.8699999999,188073.80346189227,45.0,9,0.13906794613729587,11.194869253684063
961,2014,1393827.66,193153.63174338877,45.0,9,0.13857784379410923,11.497239984725523
962,2015,1490015.86,204944.70352985876,45.0,9,0.137545316819553,12.199089495824927
963,2016,1460407.07,201376.23713031618,45.0,9,0.13789048359668388,11.98668078156644
964,2013,1377001.58,191091.03448962077,45.5,9,0.13877328629471924,11.374466338667903
965,2014,1416048.63,195877.55268623828,45.5,9,0.1383268544147656,11.659378136085612
966,2015,1504923.05,206772.07681914527,45.5,9,0.13739710932007138,12.307861715425313
967,2016,1082478.06,155048.4330223327,45.5,9,0.1432347118631972,9.22907339418647
968,2013,1205830.19,170108.27207926428,46.0,9,0.1410714986985558,10.125492385670492
969,2014,1227811.26,172802.78527644876,46.0,9,0.1407405119223689,10.285880075979094
970,2015,1350536.74,187846.88574520676,46.0,9,0.13909054095426293,11.181362246738498
971,2016,1052805.16,151411.02953611768,46.0,9,0.14381676238756058,9.012561281911767
972,2013,1115422.92,159025.84605830978,46.5,9,0.14257000031728753,9.465824170137486
973,2014,1130869.84,160919.38125909178,46.5,9,0.1422969961415646,9.578534598755462
974,2015,1235190.86,173707.40136610877,46.5,9,0.14063203266101626,10.339726271792188
975,2016,1079553.3,154689.90614358668,46.5,9,0.14329066118698044,9.207732508546826
976,2013,969505.73,141138.82808552327,47.0,9,0.14557812678995025,8.401120719376385
977,2014,1018057.5,147090.46670055276,47.0,9,0.14448149215594674,8.75538492265195
978,2015,1105142.25,157765.60708946528,47.0,9,0.14275592765498313,9.390809945801506
979,2016,1157741.52,164274.48008172368,47.0,9,0.14189219030662706,9.778242862007362
980,2013,1076804.58,154291.8805696708,47.5,9,0.1432867982133497,9.184040510099452
981,2014,1185212.31,167580.86327896628,47.5,9,0.1413931173892096,9.975051385652755
982,2015,1249507.7,175462.40757472278,47.5,9,0.14042523113280758,10.444190927066831
983,2016,1196478.52,169022.99131067368,47.5,9,0.1412670503359088,10.060892339921052
984,2013,1094786.97,156496.2221768773,48.0,9,0.14294673435588778,9.31525132005222
